Name,Category,Sub-Category,Price,Competitor Price,Color,Size,Stock,CARE,Texture,Finish,Feel,Quality,Notes,Important Note,Images,Project Images,Product URL
HARBOR HAZE,Closeouts,,$320.00,$520.00,SAGE GREEN WITH HINT OF BROWN,APPROX 80 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,Harbor Haze is beautiful leather at an excellent price! Approx Weight 2.6 - 3.0 oz/sq ft. Approx Thickness 1.0 - 1.2 mm,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/3/k303_harbor_haze_c1_2.jpg,,https://www.leatherhidestore.com/k303-harbor-haze-1.html
OUTDOOR OASIS,Closeouts,,$188.60,$299.00,DEEP GREEN,APPROX 46 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL GRAIN,MEDIUM SHEEN,BUTTERY SOFT,PREMIUM FULL GRAIN,"Outdoor Oasis is the true meaning of luxury leather with its gorgeous color and buttery soft feel. This leather is tanned on European hides and finished in Italy. Used for a wide variety of purposes, from smaller crafts to furniture upholstery, this leather is durable enough to stand up to high demands. Order a sample today before these hides are gone so you can see, and feel, how the leather will work for your project. Approx Weight 2.6 - 3.0 oz / sq ft Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/1/k1036_outdoor_oasis_c1_1.jpg,,https://www.leatherhidestore.com/k1036-a-outdoor-oasis.html
VEGAS GREEN,Closeouts,,$198.75,$278.25,DARK FOREST GREEN,Approx 53 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,PEBBLE GRAIN,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Vegas Green is a very nice leather at a price anyone can afford. This hide is both soft and strong, the perfect balance of comfort and durability, making it ideal for high traffic uses. It's meant to be seen admired, lived on and most of all enjoyed. Order a sample today before these hides are gone so you can see and feel how the leather will work for your project. Approx Weight 2.6 - 3.0 oz / sq ft. Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/9/k979_vegas_green_c1_1.jpg,,https://www.leatherhidestore.com/k979-vegas-green.html
CAPE VERDE,Closeouts,,$209.10,$331.50,SOFT GREEN,APPROX 51 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL GRAIN,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,Cape Verde is a very nice leather.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/8/k841_cape_verde_c2.jpg,,https://www.leatherhidestore.com/k841%20cape%20verde.html
FRESH SAGE,Closeouts,,$292.50,$409.50,SAGE GREEN,Approx 78 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Fresh Sage is incredibly soft and richly colored. This hide is both soft and strong, the perfect balance of comfort and durability, making it ideal for high traffic uses. It's meant to be seen, admired, lived on, and most of all enjoyed. Order a sample today before these hides are gone so you can see and feel how the leather will work for your project. Approx Weight 2.6 - 3.0 oz / sq ft. Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/1/k1015_fresh_sage_c3_1_1.jpg,,https://www.leatherhidestore.com/k1015-a-fresh-sage.html
LEYLAND CYPRESS,Closeouts,,$193.55,$257.25,VIBRANT GREEN,Approx 49 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Leyland Cypress is a very nice leather at a price anyone can afford. This hide is both soft and strong, the perfect balance of comfort and durability, making it ideal for high traffic uses. It's meant to be seen, admired, lived on, and most of all enjoyed. Order a sample today before these hides are gone so you can see and feel how the leather will work for your project. Approx Weight 2.6 - 3.0 oz / sq ft. Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/1/k1049_leyland_cypress_c1_1.jpg,,https://www.leatherhidestore.com/k1049-a-leyland-cypress.html
JUNGLE CAMOUFLAGE,Closeouts,,$182.75,$290.25,TWO TONED DEEP FOREST GREEN,APPROX 43 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,SMOOTH GRAIN,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,"Jungle Camouflage is the total package at a price anyone can afford. This is a soft, and very durable, premium full-grain leather. Tanned on European hides, and finished in Italy, it is suitable for a wide variety of purposes. Ideal for high traffic uses, this hide offers everything necessary to make a lasting impression, with a stylish two-tone color that will compliment any project. We are proud to offer this beautiful leather at an excellent price. Get yours while it lasts! Order a sample today before these hides are gone! Approx Weight  2.6 - 3.0 oz / sq ft. Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/1/k1031_jungle_camouflage_c3.jpg,,https://www.leatherhidestore.com/k1031-jungle-camouflage.html
DEEP OCEAN GREEN,Closeouts,,$155.80,$247.00,DEEP BLUEISH GREEN,APPROX. 38 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,Deep Ocean Green is a very soft and lush leather. The leather is great quality. We are proud to offer this beautiful premium full grain leather at an excellent price. Approx Weight 2.6 - 3.0 oz/ sq ft Approx Thickness 1.0 - 1.2 mm,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/6/k679_deep_ocean_green_c1.jpg,,https://www.leatherhidestore.com/k679-deep-ocean-green-1.html
LEYLAND CYPRESS,Closeouts,,$165.90,$220.50,VIBRANT GREEN,APPROX 42 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Leyland Cypress is a very nice leather at a price anyone can afford. This hide is both soft and strong, the perfect balance of comfort and durability, making it ideal for high traffic uses. It's meant to be seen, admired, lived on, and most of all enjoyed. Order a sample today before these hides are gone so you can see and feel how the leather will work for your project. Approx Weight 2.6 - 3.0 oz / sq ft. Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/1/k1049_leyland_cypress_c1_1_1_1.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/32070/s/k1049-c-leyland-cypress/
BRUNSWICK GREEN,Closeouts,,$165.00,$231.00,OLIVE GREEN,APPROX. 44 sq ft. *Photo table is 5 ft wide,STOCK ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,This is very nice leather at an excellent price! Approx Weight 2.6 - 3.0 oz / sq ft. Approx thickness 1.0 - 1.2 mm,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/i/m/img_0215_1.jpg,,https://www.leatherhidestore.com/k574-brunswick-green.html
STORMY MONDAY,Closeouts,,$225.50,$357.50,RICH DARK GREY,APPROX 55 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL GRAIN,MEDIUM SHEEN,VERY SOFT WITH LIGHT WAXY FEEL,PREMIUM FULL GRAIN,"Stormy Monday is a  full aniline-dyed leather that has a deep, rich patina (color). Because aniline dyes are absorbed differently across the hide, the color has ""depth"" as slight variations in tones create a stunning vintage look. As part of the tanning process Stormy Monday is infused with a blend of oil and waxes giving it the prized, yet subtle, pull-up effect. The ""pull up"" is a soft burst of lighter tones that results from the leather being pulled or stretched during upholstering. Stormy Monday may have very slight color variations within the hide and from hide to hide as is common with premium aniline-dyed leather. Please note that some subtle natural markings such as brands, healed scratches and scars will be present and are considered the signature of fine leather. Get this premium full grain leather at a price anyone can afford. Order a sample before these hides are gone.  Approx Weight 2.6 oz/sq ft. Approx Thickness 1.0-1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/8/k828_stormy_monday_whole_c1_1.jpg,,https://www.leatherhidestore.com/k828%20stormy%20monday.html
MINERAL GREY,Closeouts,,$110.70,$175.50,ASHY GREY,APPROX 27 sq ft *This is a half hide,CLOSEOUT ITEM,STANDARD,NATURAL DISTRESS,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,"Mineral Grey is a very nice premium full-grain leather. These are half hides, making them perfect for small projects such as handbags, wallets, belts, journals, baby shoes and more! This leather is sure to compliment any piece. These hides will have natural markings as in brands, healed scratches, and bites that are finished directly into the hide, blending seamlessly into the bold character of the leather, giving it that highly valued vintage look, as is common with semi-aniline leather. We are proud to offer this leather at a price anyone can afford. Order a sample today and get yours before these hides are gone. Approx Weight 2.6 - 3.0 oz / sq ft Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/7/k794_mineral_grey_c1.jpg,,https://www.leatherhidestore.com/k794-mineral%20grey.html
VEGAS GREEN,Closeouts,,$217.50,$304.50,DARK FOREST GREEN,Approx 58 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,PEBBLE GRAIN,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Vegas Green is a very nice leather at a price anyone can afford. This hide is both soft and strong, the perfect balance of comfort and durability, making it ideal for high traffic uses. It's meant to be seen admired, lived on and most of all enjoyed. The price for this leather has been adjusted by an additional 15% discount to accommodate for the larger hump whole. The hide pictured above is not the exact piece of leather you will received but is a good representation of what you will receive. Order a sample today before these hides are gone so you can see and feel how the leather will work for your project. Approx Weight 2.6 - 3.0 oz / sq ft. Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/9/k979_vegas_green_c1_1_7.jpg,,https://www.leatherhidestore.com/k979-g-vegas-green.html
SMOKE SHOW,Closeouts,,$205.40,$273.00,GREY WITH LIGHT UNDERTONES,Approx 52 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,LOW SHEEN,VERY SOFT,EXCELLENT,Smoke Show is a gorgeous leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_47_2.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/32676/s/k1098-smoke-show/category/1984/
VEGAS GREEN,Closeouts,,$240.00,$336.00,DARK FOREST GREEN,Approx 64 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,PEBBLE GRAIN,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Vegas Green is a very nice leather at a price anyone can afford. This hide is both soft and strong, the perfect balance of comfort and durability, making it ideal for high traffic uses. It's meant to be seen admired, lived on and most of all enjoyed. The price for this leather has been adjusted by an additional 15% discount to accommodate for the larger hump whole. The hide pictured above is not the exact piece of leather you will received but is a good representation of what you will receive. Order a sample today before these hides are gone so you can see and feel how the leather will work for your project. Approx Weight 2.6 - 3.0 oz / sq ft. Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/9/k979_vegas_green_c1_1_8.jpg,,https://www.leatherhidestore.com/k979-h-vegas-green.html
MARGARITA,Closeouts,,$244.90,$325.50,LIME GREEN,Approx 62 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Margarita is buttery soft, with beautiful rich color. This hide is both soft and strong, the perfect balance of comfort and durability, making it ideal for high traffic uses. It's meant to be seen, admired, lived on, and most of all enjoyed. Order a sample today, before these hides are gone, so you can see and feel how the leather will work for your project. Approx Weight 2.6 - 3.0 oz / sq ft. Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/1/k1014_margarita_c1.jpg,,https://www.leatherhidestore.com/k1014-margarita.html
STONE MASON GREY,Closeouts,,$178.50,$267.50,STONE GREY,APPROX 51 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCALLENT,Gorgeous leather at an excellent price! Approx Weight 2.6 -3.0 oz/ sq ft Approx Thickness 1.0 - 1.2 mm,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/5/k552_stone_mason_grey_c2.jpg,,https://www.leatherhidestore.com/k522-stone-mason-grey.html
VEGAS GREEN,Closeouts,,$145.12,$203.17,DARK FOREST GREEN,Approx 43 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,PEBBLE GRAIN,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Vegas Green is a very nice leather at a price anyone can afford. This hide is both soft and strong, the perfect balance of comfort and durability, making it ideal for high traffic uses. It's meant to be seen admired, lived on and most of all enjoyed. This hide, in particular, due to the irregular shape has been discounted an additional 10% from the original price, it is depicted in the photographs above and is the exact piece of leather you will receive. Order a sample today before these hides are gone so you can see and feel how the leather will work for your project. Approx Weight 2.6 - 3.0 oz / sq ft. Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/9/k979_vegas_green_c1_1_11.jpg,,https://www.leatherhidestore.com/k979-k-vegas-green.html
VEGAS GREEN,Closeouts,,$175.50,$232.05,DARK FOREST GREEN,Approx 52 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,PEBBLE GRAIN,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Vegas Green is a very nice leather at a price anyone can afford. This hide is both soft and strong, the perfect balance of comfort and durability, making it ideal for high traffic uses. It's meant to be seen admired, lived on and most of all enjoyed. The price for this leather has been adjusted by an additional 15% discount to accommodate for the larger hump whole. The hide pictured above is not the exact piece of leather you will received but is a good representation of what you will receive. Order a sample today before these hides are gone so you can see and feel how the leather will work for your project. Approx Weight 2.6 - 3.0 oz / sq ft. Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/9/k979_vegas_green_c1_1_6.jpg,,https://www.leatherhidestore.com/k979-f-vegas-green.html
STORMY MONDAY,Closeouts,,$254.20,$403.00,RICH DARK GREY,APPROX 62 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL GRAIN,MEDIUM SHEEN,VERY SOFT WITH LIGHT WAXY FEEL,PREMIUM FULL GRAIN,"Stormy Monday is a  full aniline-dyed leather that has a deep, rich patina (color). Because aniline dyes are absorbed differently across the hide, the color has ""depth"" as slight variations in tones create a stunning vintage look. As part of the tanning process Stormy Monday is infused with a blend of oil and waxes giving it the prized, yet subtle, pull-up effect. The ""pull up"" is a soft burst of lighter tones that results from the leather being pulled or stretched during upholstering. Stormy Monday may have very slight color variations within the hide and from hide to hide as is common with premium aniline-dyed leather. Please note that some subtle natural markings such as brands, healed scratches and scars will be present and are considered the signature of fine leather. Get this premium full grain leather at a price anyone can afford. Order a sample before these hides are gone.  Approx Weight 2.6 oz/sq ft. Approx Thickness 1.0-1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/8/k828_stormy_monday_whole_c1_1_1_1.jpg,,https://www.leatherhidestore.com/k828-b%20stormy%20monday.html
JUNGLE CAMOUFLAGE,Closeouts,,$216.75,$344.25,TWO TONED DEEP FOREST GREEN,APPROX 51 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,SMOOTH GRAIN,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,"Jungle Camouflage is the total package at a price anyone can afford. This is a soft, and very durable, premium full-grain leather. Tanned on European hides, and finished in Italy, it is suitable for a wide variety of purposes. Ideal for high traffic uses, this hide offers everything necessary to make a lasting impression, with a stylish two-tone color that will compliment any project. We are proud to offer this beautiful leather at an excellent price. Get yours while it lasts! Order a sample today before these hides are gone! Approx Weight  2.6 - 3.0 oz / sq ft. Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/1/k1031_jungle_camouflage_c3_1.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/32077/s/k1031-a-jungle-camouflage/
CAPE VERDE,Closeouts,,$168.10,$266.50,SOFT GREEN,APPROX 41 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL GRAIN,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,Cape Verde is a very nice leather.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/8/k841_cape_verde_c2_1.jpg,,https://www.leatherhidestore.com/k841-a%20cape%20verde.html
MINERAL GREY,Closeouts,,$135.30,$214.50,ASHY GREY,APPROX 33 sq ft *This is a half hide,CLOSEOUT ITEM,STANDARD,NATURAL DISTRESS,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,"Mineral Grey is a very nice premium full-grain leather. These are half hides, making them perfect for small projects such as handbags, wallets, belts, journals, baby shoes and more! This leather is sure to compliment any piece. These hides will have natural markings as in brands, healed scratches, and bites that are finished directly into the hide, blending seamlessly into the bold character of the leather, giving it that highly valued vintage look, as is common with semi-aniline leather. We are proud to offer this leather at a price anyone can afford. Order a sample today and get yours before these hides are gone. Approx Weight 2.6 - 3.0 oz / sq ft Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/7/k794_mineral_grey_c1_1_1.jpg,,https://www.leatherhidestore.com/k794-b-mineral%20grey.html
MARGARITA,Closeouts,,$288.35,$383.25,LIME GREEN,Approx 73 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Margarita is buttery soft, with beautiful rich color. This hide is both soft and strong, the perfect balance of comfort and durability, making it ideal for high traffic uses. It's meant to be seen, admired, lived on, and most of all enjoyed. Order a sample today, before these hides are gone, so you can see and feel how the leather will work for your project. Approx Weight 2.6 - 3.0 oz / sq ft. Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/1/k1014_margarita_c1_1.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/31486/s/k1014-a-margarita/
MINERAL GREY,Closeouts,,$86.10,$136.50,ASHY GREY,APPROX 21 sq ft *This is a half hide,CLOSEOUT ITEM,STANDARD,NATURAL DISTRESS,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,"Mineral Grey is a very nice premium full-grain leather. These are half hides, making them perfect for small projects such as handbags, wallets, belts, journals, baby shoes and more! This leather is sure to compliment any piece. These hides will have natural markings as in brands, healed scratches, and bites that are finished directly into the hide, blending seamlessly into the bold character of the leather, giving it that highly valued vintage look, as is common with semi-aniline leather. We are proud to offer this leather at a price anyone can afford. Order a sample today and get yours before these hides are gone. Approx Weight 2.6 - 3.0 oz / sq ft Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/7/k794_mineral_grey_c1_1.jpg,,https://www.leatherhidestore.com/k794-a-mineral%20grey.html
MARGARITA,Closeouts,,$221.20,$294.00,LIME GREEN,Approx 56 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Margarita is buttery soft, with beautiful rich color. This hide is both soft and strong, the perfect balance of comfort and durability, making it ideal for high traffic uses. It's meant to be seen, admired, lived on, and most of all enjoyed. Order a sample today, before these hides are gone, so you can see and feel how the leather will work for your project. Approx Weight 2.6 - 3.0 oz / sq ft. Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/1/k1014_margarita_c1_1_1.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/31487/s/k1014-b-margarita/
